244655,18329,"K07R",3200,50,"ASPH-G",1,0,"15",27.614299774169922,-97.75399780273438,55,155.2,,"33",27.606300354003906,-97.7499008178711,,358.8,
242386,18330,"K07V",5798,60,"ASPH-P",1,0,"06",37.52199935913086,-105.01899719238281,7152,76,250,"24",37.52560043334961,-105,7060,256,198
245024,18332,"K08A",3011,80,"ASPH-G",1,0,"09",32.52939987182617,-86.33309936523438,196,89,,"27",32.52949905395508,-86.32330322265625,196,269,
245025,18332,"K08A",2876,130,"TURF-G",0,0,"18",32.52909851074219,-86.33380126953125,195,180,,"36",32.52190017700195,-86.33399963378906,196,360,593
245716,18333,"K08C",3920,49,"ASPH-F",1,0,"14",42.940101623535156,-85.80989837646484,603,140,,"32",42.93349838256836,-85.79949951171875,603,344.9,1196
245351,18334,"K08D",3900,60,"ASPH-G",1,0,"9",48.3025016784668,-102.41400146484375,2245,108,,"27",48.29909896850586,-102.39900207519531,2240,288,
244719,18335,"K08K",3900,150,"TURF-F",0,0,"14",40.656700134277344,-98.08110046386719,1809,148.2,,"32",40.64759826660156,-98.07330322265625,1806,240.6,
244720,18335,"K08K",3745,60,"ASPH-G",1,0,"17",40.65570068359375,-98.0824966430664,1814,180,,"35",40.64540100097656,-98.0823974609375,1806,360,
242418,18336,"K08M",3000,50,"ASPH-G",1,0,"17",32.76430130004883,-89.53140258789062,,175,,"35",32.756099700927734,-89.53040313720703,,1.2,
239863,18337,"K09A",4080,80,"ASPH-F",1,0,"11",32.121700286865234,-88.1333999633789,116,116,,"29",32.11690139770508,-88.12149810791016,134,296,
241463,18338,"K09J",3715,75,"ASPH-G",1,0,"18",31.079599380493164,-81.42839813232422,11,174,,"36",31.069400787353516,-81.42720031738281,11,354,
240313,18339,"K09K",3000,50,"ASPH-E",1,0,"16",41.64099884033203,-99.34159851074219,,167,,"34",41.63290023803711,-99.33920288085938,,333.7,
244207,18340,"K09M",3000,50,"ASPH-G",1,0,"18",33.99570083618164,-90.07550048828125,,178,,"36",33.98740005493164,-90.07520294189453,,296.8,994
242110,18341,"K09R",4000,60,"ASPH-F",1,0,"16",30.780500411987305,-94.46040344238281,388,163.4,178,"34",30.769899368286133,-94.45670318603516,,223,634
244879,18342,"K0A2",3917,60,"ASPH-P",1,0,"10",34.090999603271484,-82.57450103759766,508,96.1,,"28",34.089900970458984,-82.56159973144531,493,223,878
243344,18343,"K0A3",4107,75,"ASPH-E",1,0,"06",35.9822998046875,-85.81520080566406,1080,58,150,"24",35.98830032348633,-85.80349731445312,1084,238,696
245671,18344,"K0A4",3000,50,"ASPH-P",0,0,"04",36.36029815673828,-82.31189727783203,,36.6,800,"22",36.36690139770508,-82.30580139160156,,314,
239777,18345,"K0A7",3075,40,"ASPH-G",1,0,"15",35.3109016418457,-82.4364013671875,,143,270,"33",35.304100036621094,-82.4301986694336,,314,325
242499,18346,"K0A8",4206,80,"ASPH-G",1,0,"10",32.9375,-87.09739685058594,238,95,,"28",32.936100006103516,-87.08370208740234,251,275,
242766,18347,"K0A9",4529,70,"ASPH-G",1,0,"06",36.36790084838867,-82.17990112304688,1556,57.6,97,"24",36.3745002746582,-82.16690063476562,1592,336,429
242759,18348,"K0B1",3818,75,"ASPH-G",1,0,"14",44.428199768066406,-70.81580352783203,674,126,,"32",44.42210006713867,-70.80400085449219,656,225.8,
240306,18349,"K0B4",2150,125,"TURF-G",0,0,"03",42.59989929199219,-97.25769805908203,1387,41,,"21",42.604400634765625,-97.25250244140625,1374,221,
240307,18349,"K0B4",3950,60,"CONC-G",1,0,"13",42.6077995300293,-97.2572021484375,1367,141,,"31",42.599300384521484,-97.24800109863281,1381,321,400
243387,18350,"K0B5",3013,75,"ASPH-F",1,0,"16",42.59469985961914,-72.52619934082031,346,143,,"34",42.58810043334961,-72.51940155029297,356,323,
240388,18351,"K0B8",1792,75,"ASPH-E",1,0,"07",41.25130081176758,-72.03469848632812,5,61,,"25",41.25320053100586,-72.02870178222656,8,241,
240389,18351,"K0B8",2328,100,"ASPH-E",1,0,"12",41.25320053100586,-72.03569793701172,7,101,,"30",41.25120162963867,-72.02760314941406,4,281,
239946,18352,"K0C0",3589,105,"TURF-F",0,0,"09",42.4005012512207,-88.64119720458984,899,90,300,"27",42.4005012512207,-88.62789916992188,913,270,
239947,18352,"K0C0",2633,100,"TURF-F",0,0,"14",42.40719985961914,-88.63240051269531,912,155,681,"32",42.400699615478516,-88.6281967163086,912,335,
239948,18352,"K0C0",2577,120,"TURF-F",1,0,"18",42.40729904174805,-88.63150024414062,913,180,305,"36",42.40019989013672,-88.63150024414062,909,360,
241184,18353,"K0C4",3600,60,"CONC-G",1,0,"15",42.11830139160156,-96.73059844970703,1345,155,,"33",42.10940170288086,-96.7249984741211,1332,335,
243883,18354,"K0D8",2505,150,"TURF-G",0,0,"04",44.98550033569336,-99.95899963378906,2049,53,,"22",44.9900016784668,-99.95069885253906,2062,233,
243884,18354,"K0D8",4400,75,"ASPH-E",1,0,"13",44.99089813232422,-99.95670318603516,2059,143,,"31",44.981201171875,-99.94650268554688,2055,323,
240077,18355,"K0E0",7700,75,"ASPH-G",1,0,"08",34.985599517822266,-106.02200317382812,,90,,"26",34.985599517822266,-105.99700164794922,,315,
245353,18356,"K0E8",5820,60,"ASPH-G",1,0,"18",35.72560119628906,-108.19999694824219,6689,194,,"36",35.70970153808594,-108.2030029296875,6696,14,
241188,18357,"K0F2",3603,60,"ASPH-G",1,0,"17",33.60660171508789,-97.7761001586914,1101,174,,"35",33.59669876098633,-97.7750015258789,1083,354,
241936,18359,"K0F4",2040,100,"TURF-F",0,0,"04",41.284698486328125,-98.99349975585938,2068,50,,"22",41.28839874267578,-98.98770141601562,2069,230,
241937,18359,"K0F4",3900,60,"CON",1,0,"16",41.291482,-98.991411,2073,166,,"34",41.281107,-98.987926,2068,346,
244309,18360,"K0F7",3000,50,"ASPH-F",1,0,"18",35.3927001953125,-95.5990982055664,,191,,"36",35.38460159301758,-95.60089874267578,,11,
244237,18362,"K0F9",3100,50,"ASPH-P",1,0,"17",34.20280075073242,-96.67440032958984,,180.5,,"35",34.19419860839844,-96.67449951171875,,316.9,
243381,18363,"K0G3",3502,75,"CONC-E",1,0,"15",40.405399322509766,-96.17269897460938,1305,159,,"33",40.39649963378906,-96.16819763183594,1301,320.6,
241090,18364,"K0G6",4781,75,"ASPH-F",1,0,"07",41.464900970458984,-84.51490020751953,730,68,296,"25",41.46969985961914,-84.49870300292969,730,248,629
245241,18365,"K0G7",3786,75,"ASPH-G",1,0,"01",42.877899169921875,-76.78160095214844,491,355,,"19",42.888301849365234,-76.78269958496094,484,175,
245242,18365,"K0G7",1850,60,"TURF-G",0,0,"10",42.884498596191406,-76.78230285644531,491,94,,"28",42.88410186767578,-76.77539825439453,468,274,
244971,18366,"K0H1",4008,60,"ASPH-G",1,0,"17",39.0098991394043,-99.893798828125,2432,172,,"35",38.999000549316406,-99.89199829101562,2424,352,
241697,18367,"K0I8",3852,75,"ASPH-F",1,0,"11",38.36759948730469,-84.28980255126953,720,106,,"29",38.36470031738281,-84.27690124511719,720,286,1095
244432,18368,"K0J4",3197,75,"ASPH-G",1,0,"04",31.038999557495117,-86.3145980834961,288,38,,"22",31.04599952697754,-86.30840301513672,314,218,
242957,18369,"K0J6",5002,80,"ASPH-G",1,0,"09",31.36389923095703,-85.31909942626953,354,91,,"27",31.36359977722168,-85.3031005859375,355,271,183
242958,18369,"K0J6",2885,162,"TURF-G",0,0,"17",31.368799209594727,-85.31549835205078,356,175,,"35",31.36090087890625,-85.3145980834961,357,355,
245669,18370,"K0J9",3000,50,"CONC-F",0,0,"17",40.87189865112305,-97.3552017211914,,170,200,"35",40.863800048828125,-97.35330200195312,,286.2,
241727,18371,"K0K7",3417,60,"ASPH-G",1,0,"12",42.736900329589844,-94.2511978149414,1093,116,,"30",42.7327995300293,-94.23970031738281,1084,296,
240338,18372,"K0L7",4600,75,"ASPH-E",1,0,"02L",35.76340103149414,-115.33399963378906,,31,,"20R",35.77410125732422,-115.32599639892578,,212,
240337,18372,"K0L7",3700,60,"ASPH-E",0,0,"02R",35.76340103149414,-115.33300018310547,2815,31,,"20L",35.77199935913086,-115.32599639892578,2833,212,
243730,18373,"K0L9",3400,50,"ASPH-G",0,0,"06",36.310001373291016,-114.46900177001953,,79.5,,"24",36.31169891357422,-114.45800018310547,,196,
240755,18374,"K0M0",5000,75,"ASPH-G",1,0,"18",33.8916015625,-91.5343017578125,162,182,,"36",33.877899169921875,-91.53479766845703,162,2,315
243671,18375,"K0M1",3980,75,"ASP",1,0,"15",35.6427001953125,-88.13089752197266,,154.1,,"33",35.63290023803711,-88.1250991821289,,334.1,
245395,18376,"K0M2",3500,75,"ASPH-E",0,0,"01",36.47060012817383,-89.3469009399414,,8.1,,"19",36.47999954223633,-89.34529876708984,,276,
245190,18377,"K0M3",4000,75,"ASPH-G",1,0,"02",35.54069900512695,-87.59940338134766,949,18,,"20",35.55120086669922,-87.59529876708984,968,198,500
245903,18378,"K0M4",5001,75,"ASPH-G",1,0,"04",36.00389862060547,-88.12960052490234,468,35,,"22",36.015201568603516,-88.11990356445312,465,215,
244535,18379,"K0M5",4000,75,"ASPH-E",1,0,"03",36.111900329589844,-87.7416000366211,755,30,,"21",36.121299743652344,-87.73470306396484,733,210,
245430,18380,"K0M8",3196,75,"ASPH-G",1,0,"17",32.8297004699707,-91.18810272216797,103,175,175,"35",32.82229995727539,-91.18730163574219,103,355,530
243075,18381,"K0M9",3000,75,"ASPH-G",1,0,"18",32.41469955444336,-91.49919891357422,91,179,,"36",32.406700134277344,-91.49829864501953,91,359,
242772,18382,"K0O2",3157,50,"ASPH-P",1,0,"15",35.28969955444336,-116.08300018310547,916,166,,"33",35.28110122680664,-116.08100128173828,920,346,590
241349,18384,"K0Q5",3400,75,"ASPH-F",0,0,"12",40.03110122680664,-124.0780029296875,69,138.4,100,"30",40.024200439453125,-124.06999969482422,52,314.4,500
242167,18385,"K0R0",4460,70,"ASPH-G",1,0,"05",31.293399810791016,-89.818603515625,243,54,646,"23",31.300600051879883,-89.80709838867188,265,234,
242168,18385,"K0R0",2430,150,"GRS",0,1,"13",31.298200607299805,-89.81729888916016,,132,,"31",31.293800354003906,-89.8115005493164,,312,
242441,18386,"K0R1",4952,80,"ASPH-G",1,0,"18",31.023000717163086,-87.4468002319336,282,180,270,"36",31.0093994140625,-87.44670104980469,276,360,176
245574,18387,"K0R3",5000,75,"ASPH-G",1,0,"15",29.982099533081055,-92.08709716796875,16,159,,"33",29.96940040588379,-92.0813980102539,14,339,
245227,18388,"K0R4",3700,75,"ASPH-G",1,0,"14",31.56599998474121,-91.50990295410156,,144,,"32",31.557899475097656,-91.50289916992188,,324,
242657,18389,"K0R5",3002,100,"ASPH-F",1,0,"9",31.963600158691406,-92.66510009765625,146,89,,"27",31.963699340820312,-92.65540313720703,118,269,
241404,18390,"K0R6",4326,50,"ASPH-F",0,0,"02",33.516998291015625,-92.46269989013672,174,19,,"20",33.5281982421875,-92.45780181884766,178,233.6,
245336,18391,"K0S0",3197,50,"ASPH-P",1,0,"05",46.97489929199219,-118.59300231933594,1478,64,,"23",46.97880172729492,-118.58100128173828,,244,
240417,18392,"K0S7",4014,50,"ASPH-G",1,0,"15",48.964298248291016,-119.41400146484375,1064,166,,"33",48.9536018371582,-119.41000366210938,1058,346,
245978,18393,"K0S9",3000,75,"ASPH-G",1,0,"09",48.0547981262207,-122.81700134277344,,104,,"27",48.052799224853516,-122.80500030517578,,337,850
242984,18394,"K0V3",1275,300,"TURF-G",0,0,"05",40.51539993286133,-98.94709777832031,2154,59,,"23",40.5172004699707,-98.94309997558594,2155,239,800
242985,18394,"K0V3",3900,60,"CONC-G",1,0,"16",40.51959991455078,-98.94750213623047,2156,166,,"34",40.50920104980469,-98.94419860839844,2153,346,
242474,18395,"K0V4",3798,60,"ASPH-E",1,0,"06",37.13859939575195,-79.02159881591797,596,53,,"24",37.144901275634766,-79.01119995117188,589,233,
245788,18396,"K0V6",3200,60,"ASPH-TRTD-F",1,0,"11",43.30939865112305,-100.63400268554688,2605,124.5,,"29",43.30440139770508,-100.6240005493164,2560,267,
244505,18397,"K0V7",7140,75,"ASPH-P",1,0,"05",36.710899353027344,-110.24299621582031,,61.8,,"23",36.71889877319336,-110.22100067138672,,267.4,
239829,18398,"K0VG",5000,75,"ASPH-G",1,0,"07",36.650699615478516,-83.2251968383789,1366,60,,"25",36.657501220703125,-83.21050262451172,1411,240,1270
240131,18399,"K0W3",2000,75,"TURF-G",0,0,"01",39.56399917602539,-76.2029037475586,,357,,"19",39.56949996948242,-76.20330047607422,,177,939
240132,18399,"K0W3",2000,40,"ASPH-G",1,0,"10",39.56639862060547,-76.20480346679688,408,92,,"28",39.56610107421875,-76.19770050048828,380,272,100
240133,18399,"K0W3",1600,75,"TURF-G",0,0,"14",39.56890106201172,-76.2051010131836,,124,,"32",39.56650161743164,-76.20030212402344,,304,
241286,18400,"K10C",2802,36,"ASPH-F",1,0,"09",42.40169906616211,-88.38140106201172,874,88,,"27",42.402000427246094,-88.37100219726562,848,268,389
241287,18400,"K10C",2141,125,"TURF-F",0,0,"18",42.407100677490234,-88.3739013671875,867,178,200,"36",42.40129852294922,-88.37359619140625,855,358,270
241715,18401,"K10G",3498,65,"ASPH-G",1,0,"09",40.53689956665039,-81.96060180664062,1218,87,,"27",40.53739929199219,-81.9480972290039,1183,267,
245195,18402,"K10U",6700,60,"ASPH-GRVL-F",0,0,"02",41.94559860229492,-116.19499969482422,,35.6,,"20",41.960601806640625,-116.18000030517578,,195.8,
244889,18404,"K11A",5010,80,"ASPH-G",1,0,"09",31.88409996032715,-85.49259948730469,422,97,279,"27",31.88249969482422,-85.47720336914062,434,277,
244266,18405,"K11R",5496,75,"ASPH-G",1,0,"16",30.226499557495117,-96.37560272216797,307,171,,"34",30.21150016784668,-96.37300109863281,249,351,
239792,18406,"K11V",4000,25,"TURF-DIRT-F",0,0,"08",40.327701568603516,-104.61699676513672,4766,91.4,,"26",40.32709884643555,-104.60199737548828,4820,270,
239793,18406,"K11V",2400,65,"TURF-DIRT-G",0,0,"14",40.334,-104.617996,,159,,"32",40.327599,-104.614998,,315,
245996,18407,"K12D",3400,75,"ASPH-G",1,0,"08",47.817298889160156,-92.29299926757812,1366,84,,"26",47.81829833984375,-92.2791976928711,1370,307.2,
239740,18408,"K12G",1890,125,"TURF-G",0,0,"03",40.87220001220703,-82.69979858398438,1120,25,,"21",40.87689971923828,-82.6968994140625,1118,205,
239741,18408,"K12G",3174,50,"ASPH-F",1,0,"18",40.87620162963867,-82.6968994140625,1118,179,,"36",40.86750030517578,-82.69670104980469,1119,359,
242917,18409,"K12J",5136,150,"ASPH-G",0,0,"06",31.049999237060547,-87.07579803466797,82,63,,"24",31.056400299072266,-87.06120300292969,83,243,
242918,18409,"K12J",5001,150,"ASPH-G",1,0,"12",31.051599502563477,-87.0728988647461,82,120,,"30",31.04450035095215,-87.05899810791016,99,300,
242919,18409,"K12J",3999,150,"ASPH-F",0,0,"18",31.056900024414062,-87.06269836425781,83,180,743,"36",31.04560089111328,-87.06269836425781,96,360,
245031,18410,"K12K",3702,60,"ASPH-CONC-G",1,0,"14",40.050498962402344,-98.06390380859375,1691,145,,"32",40.042198181152344,-98.0562973022461,1650,325,
245032,18410,"K12K",3000,200,"TURF-F",0,0,"18",40.05099868774414,-98.06279754638672,1682,190,,"36",40.04290008544922,-98.0647964477539,1691,10,200
240349,18411,"K12N",1981,50,"ASPH-G",1,0,"03",41.006099700927734,-74.73930358886719,582,21,,"21",41.011199951171875,-74.73670196533203,582,201,699
242126,18412,"K12V",3154,40,"ASPH-P",1,0,"07",38.43870162963867,-82.20549774169922,567,59,134,"25",38.442901611328125,-82.19640350341797,569,239,129
240079,18413,"K12Y",3005,75,"ASPH-G",1,0,"13",44.44390106201172,-93.91999816894531,835,134,,"31",44.4379997253418,-93.91190338134766,866,187,785
243574,18415,"K13C",3500,75,"ASPH-G",1,0,"09",43.45199966430664,-85.27140045166016,963,89,,"27",43.45220184326172,-85.2582015991211,967,269,
245845,18416,"K13K",2075,55,"TURF-F",0,0,"08",37.85309982299805,-96.2957992553711,1206,90,,"26",37.85309982299805,-96.2885971069336,1196,270,534
245846,18416,"K13K",3503,60,"ASPH-G",1,0,"18",37.85540008544922,-96.29029846191406,1205,191,,"36",37.84590148925781,-96.2925033569336,1194,11,
239992,18417,"K14A",3147,40,"ASPH-G",1,0,"14",35.617000579833984,-80.90350341796875,808,134.9,185,"32",35.61069869995117,-80.89579772949219,839,317.4,
243752,18418,"K14F",3200,50,"ASPH-F",1,0,"16",32.854400634765625,-100.13899993896484,1747,166.9,,"34",32.84579849243164,-100.13700103759766,1753,360,
239921,18419,"K14G",4137,60,"ASPH-F",1,0,"09",41.33420181274414,-83.16739654541016,652,90,126,"27",41.33420181274414,-83.15239715576172,660,270,
239922,18419,"K14G",2238,130,"TURF-F",0,1,"18",41.33409881591797,-83.1635971069336,654,181,,"36",41.327999114990234,-83.1636962890625,657,1,
242139,18420,"K14J",3050,75,"ASPH-G",1,0,"01",31.4060001373291,-86.09159851074219,254,15,,"19",31.414100646972656,-86.08899688720703,251,292.3,
242140,18420,"K14J",1900,100,"ASP",0,1,"09",31.41080093383789,-86.0905990600586,,87,,"27",31.411100387573242,-86.08439636230469,,267,
243733,18421,"K14M",3000,50,"ASPH-F",1,0,"08",33.18199920654297,-90.83550262451172,,80,,"26",33.18330001831055,-90.82579803466797,,360,
241183,18422,"K14Y",3000,75,"ASPH-G",1,0,"16",45.9025993347168,-94.87519836425781,1332,166,,"34",45.89459991455078,-94.87259674072266,1328,346,
239778,18423,"K15F",3420,50,"ASPH-G",1,0,"18",33.19609832763672,-99.71710205078125,1589,188,206,"36",33.186798095703125,-99.71859741210938,1625,8,
245869,18424,"K15J",5000,100,"ASPH-G",1,0,"05",31.130699157714844,-83.46089935302734,232,47,,"23",31.139999389648438,-83.4490966796875,234,227,
245870,18424,"K15J",4000,100,"ASPH-G",0,0,"15",31.143800735473633,-83.45600128173828,234,145,600,"33",31.13479995727539,-83.44869995117188,234,325,350
241250,18425,"K15M",4000,75,"ASPH-G",1,0,"18",34.77880096435547,-88.16549682617188,625,184,,"36",34.768001556396484,-88.16619873046875,620,227.2,
242839,18426,"K16D",4100,75,"ASPH-F",1,0,"12",46.614601135253906,-95.61229705810547,1376,130,,"30",46.6072998046875,-95.59989929199219,1371,310,
242750,18427,"K16G",4000,75,"ASPH-G",1,0,"06",41.090999603271484,-83.21859741210938,786,56,,"24",41.09709930419922,-83.20649719238281,781,236,115
239912,18428,"K16J",4510,75,"ASPH-F",1,0,"13",31.747400283813477,-84.42469787597656,333,132,,"31",31.739200592041016,-84.41390228271484,289,348,
244226,18430,"K17G",3895,75,"ASPH-G",1,0,"04",40.777099609375,-82.97879791259766,1000,36,277,"22",40.78580093383789,-82.97059631347656,999,216,700
244227,18430,"K17G",2900,75,"TURF-F",0,0,"09",40.78139877319336,-82.9802017211914,996,85.5,,"27",40.782100677490234,-82.9697036743164,1008,267,
245991,18431,"K17J",5777,100,"ASP",1,0,"1",30.998941,-84.878019,130,2,148,"19",31.014068,-84.877263,147,182,105
245990,18431,"K17J",4000,150,"ASP",0,1,"13",,,,131,,"31",,,,311,
245989,18431,"K17J",4000,150,"ASP",0,1,"9",,,147,91,,"27",,,,271,
240325,18432,"K17K",4210,60,"ASPH-G",1,0,"04",36.77050018310547,-102.51599884033203,4169,49,,"22",36.778099060058594,-102.50499725341797,4162,229,
241962,18433,"K17M",3104,50,"ASPH-E",1,0,"18",31.867000579833984,-89.80059814453125,,180,165,"36",31.85849952697754,-89.80059814453125,,360,
243978,18434,"K17N",3500,50,"ASPH-P",1,0,"09",39.704200744628906,-75.03900146484375,137,74,,"27",39.7067985534668,-75.0270004272461,161,254,200
239794,18435,"K17V",3860,40,"ASPH-P",1,0,"08",40.625,-102.60299682617188,4020,90,,"26",40.625,-102.58899688720703,4010,270.9,
239795,18435,"K17V",1650,30,"TURF-DIRT-P",0,0,"17",40.625,-102.60299682617188,,180,,"35",40.620601654052734,-102.60299682617188,,308.2,222
243875,18436,"K18A",5000,75,"ASPH-F",1,0,"08",34.338600158691406,-83.13899993896484,828,72,,"26",34.34159851074219,-83.1229019165039,890,271,
242747,18437,"K18I",3000,75,"ASPH-G",1,0,"04",36.69269943237305,-84.3947982788086,,38.7,,"22",36.699100494384766,-84.38839721679688,,232,
239892,18438,"K18V",2500,90,"TURF-GRVL-F",0,0,"09",40.1077995300293,-104.70600128173828,,96.6,,"27",40.10689926147461,-104.697998046875,,315,
239893,18438,"K18V",4100,40,"ASPH-G",1,0,"15",40.10499954223633,-104.7030029296875,4965,165,,"33",40.094200134277344,-104.6989974975586,4965,345,
245321,18439,"K19A",5009,75,"ASPH-G",1,0,"17",34.182701110839844,-83.56410217285156,932,163,,"35",34.169498443603516,-83.5593032836914,950,343,
245226,18440,"K19M",3199,60,"ASPH-G",1,0,"01",33.12120056152344,-90.02660369873047,324,12,,"19",33.129798889160156,-90.02449798583984,339,192,
244201,18441,"K19N",3094,45,"ASPH-G",1,0,"05",39.77510070800781,-74.95120239257812,149,38,740,"23",39.78179931640625,-74.94439697265625,141,218,239
240080,18442,"K19S",2300,100,"TURF-F",0,0,"08",37.496498107910156,-100.83399963378906,2908,88,,"26",37.496498107910156,-100.82599639892578,2907,289,
240081,18442,"K19S",4500,60,"ASPH-G",1,0,"17",37.50320053100586,-100.83399963378906,2907,177.2,,"35",37.49079895019531,-100.83399963378906,2905,198.6,300
242472,18443,"K1A0",3025,50,"ASPH-F",1,0,"05",35.18450164794922,-85.18109893798828,,41.9,200,"23",35.19070053100586,-85.17430114746094,,341.8,700
239677,18444,"K1A3",3500,75,"ASPH-G",1,0,"02",35.01150131225586,-84.34760284423828,1772,13,,"20",35.02090072631836,-84.34500122070312,1789,208,
241241,18446,"K1A5",5000,100,"ASPH-G",1,0,"07",35.22019958496094,-83.4260025024414,2020,69,,"25",35.22480010986328,-83.41230010986328,2009,249,
243497,18447,"K1A6",3631,75,"ASPH-G",0,0,"10",36.61130142211914,-83.74349975585938,1154,98,229,"28",36.609901428222656,-83.7313003540039,1140,278,79
